0.0,0,0,1
0.0,350,1645,1
20.0,200,1612,1
0.0,0,0,2
0.0,0,0,1
0.0,0,0,2
500.0,80,1430,1
2000.0,1,1619,2
2000.0,50,1801,1
0.0,150,1436,2
0.0,0,0,1
0.0,1,1566,2
0.0,0,0,1
0.0,0,0,2
0.0,0,0,1
0.0,0,0,1
5000.0,50,118,2
2000.0,350,1789,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,2
0.0,1,214,2
25.0,136,46,2
4000.0,300,1151,1
0.0,41,706,1
20.0,14,817,1
0.0,100,1750,1
100.0,100,19,1
1000.0,100,226,1
0.0,150,1267,1
0.0,20,2151,1
0.0,1,778,2
0.0,0,0,1
0.0,1,325,1
0.0,0,0,1
20.0,250,192,1
0.0,250,187,2
0.0,0,0,1
0.0,0,0,1
5.0,20,1152,1
500.0,200,363,1
0.0,179,1930,1
0.0,0,0,1
0.0,0,0,2
0.0,1,886,1
10.0,640,-8,1
0.0,320,1257,1
0.0,40,102,2
0.0,90,382,2
0.0,320,1239,2
0.0,0,0,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,2
0.0,20,1085,1
500.0,605,0,1
0.0,0,0,2
500.0,1,1478,1
200.0,90,609,1
0.0,1,1072,2
1500.0,120,1604,1
0.0,0,0,2
5.0,30,1075,1
0.0,1,1346,1
0.0,0,0,1
0.0,0,0,2
500.0,112,2053,1
200.0,100,215,1
25.0,140,488,1
500.0,150,924,1
0.0,320,1359,2
0.0,0,0,2
0.0,1,1319,2
0.0,0,0,2
10.0,1000,-45,1
0.0,1,1055,2
0.0,0,0,2
0.0,0,0,1
10.0,1200,54,2
0.0,1,1274,1
20.0,200,966,1
0.0,850,1860,2
0.0,103,383,2
0.0,1,1559,2
250.0,340,1257,1
200.0,30,1766,2
0.0,0,0,1
0.0,1,1477,2
0.0,1,1742,2
50.0,1500,1112,1
0.0,300,1745,1
0.0,25,1753,2
0.0,1,1752,1
0.0,45,1599,1
0.0,0,0,1
6000.0,1,1377,2
0.0,0,0,2
0.0,1800,1183,1
0.0,0,0,2
3000.0,98,1985,1
0.0,150,1105,1
0.0,0,0,1
0.0,320,195,2
0.0,0,0,1
200.0,1,330,1
0.0,0,0,1
50.0,812,847,1
0.0,0,0,1
0.0,0,0,1
0.0,85,1529,1
0.0,0,0,1
0.0,1,573,1
0.0,130,707,2
500.0,65,1829,1
0.0,0,0,2
0.0,400,1181,1
0.0,0,0,1
0.0,200,1173,2
0.0,0,0,1
500.0,300,754,2
30.0,1,47,1
0.0,100,1370,1
20.0,100,1049,2
0.0,100,171,1
0.0,0,976,2
0.0,600,1573,1
0.0,320,1271,1
1000.0,2600,1317,1
0.0,150,530,2
0.0,0,0,1
0.0,0,0,1
0.0,0,0,2
0.0,0,0,2
50.0,500,1639,1
0.0,0,0,1
500.0,12,392,2
0.0,0,0,2
0.0,245,1458,2
0.0,0,0,1
0.0,1300,52,1
0.0,0,0,1
0.0,0,0,2
20.0,150,233,1
0.0,1,1727,2
50.0,80,-34,1
0.0,2000,1619,2
6.0,30,1421,1
0.0,0,0,1
0.0,0,0,2
20.0,1,1576,1
0.0,0,0,1
50.0,300,0,2
0.0,0,0,1
400.0,1,719,1
0.0,0,0,1
0.0,0,0,2
0.0,0,0,1
0.0,1,1538,2
0.0,150,1230,1
0.0,250,518,1
0.0,50,1100,2
0.0,94,1309,2
0.0,0,0,2
0.0,0,0,1
0.0,0,0,1
0.0,89,1475,1
0.0,0,0,2
0.0,80,1576,1
0.0,33,1524,1
0.0,30,1391,1
0.0,0,0,1
500.0,890,629,1
0.0,200,216,2
0.0,735,1269,2
0.0,0,1927,1
0.0,1,1223,1
0.0,44,313,2
0.0,485,996,2
0.0,0,0,2
500.0,34,1295,2
0.0,213,138,2
0.0,0,0,1
100.0,100,87,1
500.0,150,1534,2
0.0,0,0,1
0.0,80,-30,2
0.0,520,723,2
0.0,650,686,2
0.0,4660,186,1
0.0,100,0,1
0.0,0,0,1
0.0,0,0,2
0.0,1,1471,2
500.0,120,750,2
5.0,25,1519,1
0.0,50,453,2
0.0,500,1698,1
30.0,800,1040,1
0.0,60,1400,1
5000.0,50,1664,1
0.0,0,0,1
0.0,800,981,2
0.0,150,1683,2
0.0,0,0,2
500.0,670,1284,2
0.0,0,0,1
0.0,0,0,1
0.0,98,1288,1
20.0,231,85,1
100.0,350,1245,1
0.0,1,157,2
0.0,0,0,1
20.0,800,1288,2
500.0,700,453,1
0.0,0,0,2
0.0,0,0,1
0.0,240,1606,1
0.0,106,949,1
0.0,0,0,2
0.0,0,0,2
0.0,1,1143,1
0.0,0,0,2
0.0,0,0,1
0.0,0,0,2
0.0,0,0,1
0.0,1,1567,2
50.0,140,960,1
0.0,120,1376,1
0.0,230,268,2
0.0,350,1330,1
0.0,370,-16,2
300.0,500,490,2
0.0,0,0,1
0.0,0,0,2
0.0,0,0,1
500.0,100,1028,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,2
100.0,580,421,2
0.0,0,0,1
0.0,0,0,2
0.0,0,0,1
0.0,400,1378,2
0.0,0,0,2
0.0,260,1099,1
50.0,1,319,1
0.0,0,0,2
3600.0,25,1991,1
0.0,0,0,2
0.0,0,0,2
30.0,8,278,1
0.0,200,1051,2
0.0,30,1679,2
1000.0,570,1251,1
0.0,0,0,1
0.0,1,1040,1
0.0,126,1590,2
0.0,0,0,2
0.0,0,0,2
1000.0,602,0,1
0.0,60,1472,1
0.0,120,862,2
200.0,140,701,1
100.0,365,1005,1
0.0,200,1686,1
0.0,25,2226,1
0.0,0,0,2
500.0,86,1467,1
0.0,0,0,1
0.0,1650,41,2
0.0,1,329,2
0.0,215,1429,2
1000.0,0,1872,1
0.0,253,-32,2
500.0,448,1700,1
0.0,300,945,1
250.0,1400,1377,1
0.0,300,1715,1
0.0,450,2036,1
0.0,250,208,2
0.0,0,0,1
0.0,100,1133,2
0.0,250,778,1
25.0,325,1290,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,1
0.0,0,0,2
0.0,86,339,1
2000.0,40,1555,1
0.0,200,-2,2
0.0,0,0,2
0.0,0,0,2
200.0,110,943,1
0.0,0,0,1
0.0,150,1693,2
0.0,0,0,1
10.0,110,1719,1
0.0,0,0,1
0.0,300,1317,2
0.0,0,0,2
450.0,125,1663,1
0.0,200,1297,1
2000.0,1,1707,2
50.0,1,-43,2
0.0,0,0,1
0.0,0,0,1
0.0,1,387,2
0.0,0,0,1
50.0,454,79,2
500.0,250,1186,1
0.0,0,0,2
0.0,150,227,2
0.0,0,0,2
500.0,120,320,1
0.0,1,1361,2
0.0,600,1683,1
0.0,1161,1617,1
0.0,50,341,2
0.0,450,1297,2
50.0,1,1314,1
0.0,0,0,1
0.0,1,1051,1
0.0,1,1106,2
0.0,0,0,2
0.0,0,0,2
50.0,450,37,1
2000.0,20,1061,2
0.0,0,0,1
0.0,150,1552,2
0.0,100,1159,2
0.0,0,0,2
300.0,150,758,1
500.0,80,878,1
100.0,0,2079,1
0.0,0,0,2
0.0,0,0,1
0.0,0,0,2
30.0,177,1662,1
70.0,1,161,1
0.0,1,1436,1
5.0,20,944,1
1000.0,490,1565,1
0.0,180,27,1
2500.0,1,1290,1
0.0,251,1712,1
0.0,0,0,1
500.0,370,1182,1
20.0,240,970,1
1000.0,250,977,1
0.0,200,1464,1
50.0,150,84,1
50.0,30,387,1
0.0,0,0,2
